,folder,date,sequence,untitled,trigNum,TSTrig,gratPos,t_exp,frames,ln/mm,gratTilt,I,B,Flow,pump%,Seed,p_n,Te,Ne,type,Dark_folder,Dark_sequence,Dark_untitled,Calo0,Notes,TaChPres,TaChPres_er,Calori,Calori_er,CB_to_OES_initial_delay,incrementalsteps
0,2019-04-25,2018 oktober 31 ,1,1,14107,15690,964,100,10,150,-10,140,1.2,5,25,0,0.5,4.18,1.36,,2019-04-30,2,1,-0.28838,Ha and b,0.498427998322316,0.009725471382206,1472.9300214781,25.9465622575308,0,0.05
1,2019-04-30,2018 oktober 31 ,2,1,,,,,,,,,,,,,,,,Dark,,,,,,,,,,,
