,I,pump%,Seed,TaChPres,TaChPres_er,Calori,Calori_er,Ha,Hb,Hc,Q22,Q11,Q00,Te,Ne
0,140,25,0,0.501211833657218,0.002653570545398,1456.3714353953,22.8979610294985,0,0,0,,,,3.96322934255233,1.40876009228242E+020
